,Title,Company,Talking,Cleaning,Food,Building,Organizing,Computers,Numbers,Translating,Machinery,Description,Wage,Link
511,CDL A Manual Drivers Wan...,Twin City Staffing LLC,,,,,,,,,,"Twin City Staffing is hiring CDL A manual drivers to help deliver freight to local retailers. This Class A driver position is located in St. Cloud for an expanding company! Hours: Monday - Friday, occasional Saturday 6 am start until the job is finished Wage: $19.39 - $24.55/hr., DOE Job duties o...",$25,https://de.jobsyn.org/6b554e58877f430a8a215adb5fa29c561387\nmailto:driving@twincitystaffing.com
512,Order Entry Specialist,Quanex Building Products Corporation,X,,,X,X,,,,,Job Details Description What’s attractive about the Order Entry Specialist position? • Flexible Schedule • Part-time • Opportunity for student currently enrolled in school • The company LIVES its values Expected Salary Range: $17.75 - $26.63 Company Overview: With multiple locations across the US...,~$16,https://recruiting2.ultipro.com/QUA1012QBPC/JobBoard/0a83d4df-9021-42b1-aaec-a021a9a19104/OpportunityDetail?opportunityId=b011a847-ed47-4995-bf4f-06f350b5ff24
513,Field Service Specialist,Komro Sales and Services,X,,,X,,,,,,"Job Description Roles & Responsibilities: - Understand and acknowledge various customer needs and provide related service and communication that exceeds their expectations - Related service includes, but not limited to: rebuilding pumps, augers, pipe fitting, welding, torching - Assist with syste...",~$16,https://www.energyjobline.com/job/field-service-specialist-3138927
514,SHIFT LEAD,Rockin' Rolls,,,,,,,,,,"Rockin' Rolls is looking for a shift lead who can open and close the store, make products, place orders, and close the register at the end of the day. If you are interested, please stop by the store near Knights Chamber in the Food Court to apply or email doblebrandi@gmail.com.",~$30,https://www.crossroadscenter.com/en/jobs/shift-lead-14053.html
515,Tire Re-Surfacing Operat...,"Express Services, Inc.",,,,,,,,,,"Share Located in Saint Cloud, MN Salary: $15/hour Local Client in St. Cloud is seeking hardworking, team players to work in the Tire Re-Surfacing Department. Offering paid training, room for advancement and an extensive benefits package upon hire by client. Your day includes: • Treat all co-worke...",$15,http://jobs.expresspros.com/job/details?jobControlNum=13683104
516,Human Resources Position...,Express Employment Professionals,,,,,X,,,,,"Job Description Seeking talented HR individuals to join a growing company in our local area! This position currently boasts a flexible, part-time schedule - but is expected to increase to full-time as company continues exciting growth and expansion! Duties: - New-hire paperwork/onboarding - Benef...",$20,https://www.energyjobline.com/job/human-resources-position-part-time-3143230
517,Print Machine Operator -...,"Express Services, Inc.",,,,,,,,,X,"Share Located in Saint Cloud, MN Salary: $16-$17+ Due to growth, local Printing Company needs machine operators to run Inserters used for processing direct mail in their production facility. Shift schedule: 7pm-7am, In this position you will set up, complete sortation, perform all helper duties w...",$17,http://jobs.expresspros.com/job/details?jobControlNum=13683077
518,Electric Distribution Pr...,Xcel Energy,X,,,X,X,X,,,,Location(s): MN - St Cloud Is it time to see how all those college courses translate to the real world? Are you ready to work alongside experienced professionals on real projects and issues? An internship at Xcel Energy will give you practical experience in the energy industry at a company thatâ€...,$20,https://student.internships.com/job/sam_1006994639628?context=search
519,Laser Machine Operator,Westaff,,,,,X,,,,X,"Are you looking for a long-term rewarding career? Westaff is immediately hiring for a machine operating department in Paynesville, MN! All Shifts available Pay: $16.00/hr - 18.00/hr depending on experience Laser room Machine Operators will be responsible for loading and editing machine programs. ...",$18,https://www.careerarc.com/job-listing/westaff-jobs-laser-machine-operator-39137108
520,Receptionist,Marco Technologies,X,,,,X,X,,,,"Marco is a one-stop shop for all things business tech. Our employees are “movers and shakers” and our company is always striving to do what’s right. Does this sound like a culture you want to be a part of? We’re hiring a new team member to help take Marco’s technology further – working full-time,...",~$13,https://jobs.lever.co/marco/987d1559-529c-4202-b52f-56d2c66e4670
521,BENCO Lead Service TEchn...,"Automotive Parts Headquarters, Inc.",,,,,,X,,,,"The BENCO Service Technician installs, diagnose, maintains and repairs shop equipment. Job Qualifications: • High school diploma or (GED) equivalent; Associates Degree or Technical school certificate a plus • Working knowledge of hydraulics, mechanical and electrical systems. Basic computer skill...",~$25,https://careers.aphteam.com/Careers.aspx?req=2021-404-002&type=JOBDESCR
522,CDL A Truck Driver | Mid...,"Heartland Express, Inc.",,,,,,,,,,"Professional Drivers Wanted Top Pay $85,072 per year (Up to $.76 CPM) Average Drivers Make $65,472 ($.59 CPM) Weekly Home Time – Updated Terminal Facilities - Newest Equipment Service For Success is our motto, and we can’t do it without Professional Drivers like you! Job Details: - Average Weekly...",$31,https://login.jobmax360.net/client/embed/job-detail?cl_id=33&job_id=17512&rand=o78LzrVV
523,Shift Manager,"Coborn's, Incorporated",,,,,X,,,,X,"Description We are hiring for a guest-centric and passionate retail profession to join our team as a Shift Manager. In this role, you will be responsible for providing leadership coverage and manage the store operations in the absence of the Store Director and Assistant Store Director. Duties inc...",~$22,https://de.jobsyn.org/9444bb850d0f411e90debae83a9cbc2a1387
524,Loss Control Officer,"Coborn's, Inc.",,,,,X,,,,X,"Job Details Description At Coborn's, Inc. we go all out to “Be Remarkable”. Our culture celebrates employee ideas and encourages creative innovations. We're growing, learning, and overflowing with energy. In a dynamic atmosphere that welcomes diversity, we are investing in our employees, along wi...",~$18,https://recruiting2.ultipro.com/COB1000CBRN/JobBoard/edd39d5c-ec77-4197-8efb-940dd9a128ac/OpportunityDetail?opportunityId=a9017b9d-ebc4-4e3b-8b01-84bb1c945de7
525,FCC Now Looking For Long...,__?__,,,,,,,,,,"This is the career you deserve! As an experienced driver with the right qualifications, Fremont Contract Carriers can take you to the next level in your professional driving career. FCC was voted into the Best Fleets to Drive for 11 of the last 13 years and finished 1st three times. Our Long Haul...",~$33,https://stcloud.craigslist.org/trp/d/fremont-fcc-now-looking-for-long-haul/7303845871.html
526,FT Service Technician_BE...,__?__,,,,,X,X,,,X,"Invest in your future with BENCO Equipment / Automotive Parts Headquarters (APH) at our St. Cloud, MN location. BENCO Equipment was started in 1972 and has been in business to fulfill the needs of the automotive service technician and shop. BENCO sells and services a complete list of shop service...",~$24,https://stcloud.craigslist.org/ret/d/saint-cloud-ft-service-technicianbenco/7303599384.html
527,"Papa Murphy's - Crew, Pr...",__?__,X,X,X,,,,,,X,"Papa Murphy's Take 'N' Bake Pizza stores located throughout the area are looking to add to our teams! Visit www.PMAPPLY.com to view locations. PART TIME Days or NIGHT positions (Can lead to full-time depending on your efforts): We are hiring for part-time days or nights, prep and weekends for TEA...",~$27,https://stcloud.craigslist.org/fbh/d/willmar-papa-murphys-crew-prep-shift/7303795863.html
528,CDL A Delivery Truck Dri...,Sysco,X,X,X,,,,,,X,"Company: US0332 Sysco Western Minnesota, Inc. Zip Code: 56304 Minimum Years of Experience: Employment Type: Full Time Travel Percentage: Job Summary: Sysco has immediate job openings for dependable CDL A Delivery Truck Driver Trainees to safely operate a tractor-trailer and may be required to unl...",~$24,https://www.prodivnet.com/job/cdl-a-delivery-truck-driver-trainee-st-cloud-minnesota-4772357
529,Career Sales Agent- St P...,Security National Life Insurance Company,,,,,,,,,,"We are looking for upbeat and energetic sales people to join our team. Everyone know there are a million insurance jobs and gigs out there, but what makes us different than the rest? LEADS! Our lead program is unlike any other carrier around and we need people like YOU to make it work. Get paid g...",~$36,https://www.jobshq.com/job/3733465/career-sales-agent-st-paul-mn/
530,Front Desk Associate- Fu...,Massage Envy,,,,,X,X,X,,,Front Desk Associate- Full-time Job Locations US-MN-St. Cloud Job ID 2021-117147 Category Sales Customer Service and Support Location : Address 2714 W. Division Street Location : Postal Code 56301 Overview Do you love helping others? Are you a sales and customer service superstar who wants to use...,~$13,https://franchisecareers-massageenvy.icims.com/jobs/117147/job?in_iframe=1
531,Front Desk Associate- Pa...,Massage Envy,,,,,X,X,X,,,Front Desk Associate- Part-time Job Locations US-MN-St. Cloud Job ID 2021-117148 Category Sales Customer Service and Support Location : Address 2714 W. Division Street Location : Postal Code 56301 Overview - Do you love helping others? Are you a sales and customer service superstar who wants to u...,~$13,https://franchisecareers-massageenvy.icims.com/jobs/117148/job?in_iframe=1
532,Inbox Coordinator,Anderson Trucking Service,X,,,,X,X,,,,"Anderson Trucking Service (ATS) is a family-owned company that has earned its place as a respected industry leader, with sustained growth across the nation. ATS is committed to helping people succeed by delivering worldwide Transportation Solutions. It’s an exciting time to make an impact. Pairin...",~$17,https://atsinc.acquiretm.com/job_details_clean.aspx?ID=2147
533,Retail Cosmetics Sales C...,"Macy's, Inc.",X,,,,X,X,,,,"About: Macyâ€™s is proudly Americaâ€™s Department Store. Thereâ€™s a reason weâ€™ve been around for 160 years. Customers come to us for fashion, value and celebration. Macyâ€™s is also known for giving back to our communities. The magic of Macyâ€™s ultimately comes alive in our stores, and our st...",~$17,https://fa-eoya-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/requisitions/preview/202104092020478
534,General Manager,Aimbridge Hospitality,X,,,,X,,,,X,The General Manager is a polished well-spoken and well-regarded ambassador who carries a strong vision for their hotel. He or she is charged with responsibility for all aspects of operations for their assigned property; providing support supervision and guidance to their management team and front...,~$20,https://de.jobsyn.org/41ff4e00438b49279469843a0e9356f61387
535,Accounting Clerk | Work ...,Doherty Top Talent,,,X,,,,,,,"Seeking an opportunity that allows you to work from home? Don t miss out on this clerical position! Doherty Top Talent is partnering with a leading food production company located in Willmar, MN. We are seeking candidates for an Accounting Clerk to work from home during regular business hours (8:...",$18,https://de.jobsyn.org/6c681c0698394e6c8d4776af7d74507c1387\nmailto:TT_StCloud@doherty.com
536,Residential Remodeler Wa...,__?__,,,,,,,,,,I'm looking for someone experienced with remodeling that doesn't need supervision. Tell me what experience you have with residential remodeling and PLEASE be detailed in telling me what you are capable of doing without supervision. Jobs include but not limited to: Tear out and rebuild entire kitc...,~$32,https://stcloud.craigslist.org/lab/d/saint-cloud-residential-remodeler-wanted/7303131602.html
537,CDL A OTR Truck Driver S...,__?__,,,,,,,,,,NOW HIRING CDL A OTR TRUCK DRIVERS OTR POSITION – IMMEDIATE OPENINGS SOLO START $0.70 A MILE WITH ALL MILES PAID EMPTY AND LOADED 3000-3500 MILES A WEEK TEAM DRIVERS PAY .85$ PER MILE 5500-7000 MILES A WEEK BRAND NEW TRUCKS 2020-2021 AVAILABLE! Fridge and Inverter come with. Pre-pass/I-pass in ev...,~$29,https://stcloud.craigslist.org/trp/d/midlothian-cdl-otr-truck-driver-solo/7303312500.html
